release_date,movie,production_budget,domestic_gross,worldwide_gross
04/02/2010,Don McKay,"$6,000,000","$13,722","$13,722"
04/02/2010,The Greatest,"$6,000,000","$115,862","$117,796"
04/02/2010,Tau ming chong,"$4,000,000","$129,078","$38,899,792"
04/02/2010,Leaves of Grass,"$9,000,000","$70,066","$85,527"
04/02/2010,Why Did I Get Married Too?,"$20,000,000","$60,095,852","$60,831,067"
04/02/2004,The Prince & Me,"$30,000,000","$28,165,882","$29,356,757"
04/02/2004,Hellboy,"$60,000,000","$59,623,958","$99,823,958"
04/02/2004,Home on the Range,"$110,000,000","$50,026,353","$76,482,461"
04/02/2004,Walking Tall,"$56,000,000","$46,213,824","$47,313,824"
04/02/2004,Shaolin Soccer,"$10,000,000","$488,872","$42,776,032"
04/02/2003,The Good Thief,"$30,000,000","$3,517,797","$6,460,758"
04/02/1999,Following,"$6,000","$48,482","$240,495"
04/02/1999,The Out-of-Towners,"$40,000,000","$28,544,120","$28,544,120"
04/02/1993,The Adventures of Huck Finn,"$6,500,000","$24,103,594","$24,103,594"
04/02/1982,Cat People,"$12,500,000","$7,000,000","$21,000,000"
04/02/1982,Diner,"$5,000,000","$12,592,907","$12,592,907"
04/02/1968,2001: A Space Odyssey,"$10,500,000","$59,936,321","$71,928,046"
04/01/2016,Meet the Blacks,"$900,000","$9,097,072","$9,097,072"
04/01/2016,Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,551,286"
04/01/2015,Woman in Gold,"$11,000,000","$33,307,793","$58,586,407"
04/01/2013,Stitches,"$2,000,000",$0,"$63,555"
04/01/2011,Trust,"$4,000,000","$120,016","$120,016"
04/01/2011,Source Code,"$32,000,000","$54,712,227","$140,428,499"
04/01/2011,Haevnen,"$5,500,000","$1,008,098","$15,867,314"
04/01/2011,Super,"$2,500,000","$327,716","$593,933"
04/01/2011,"Fat, Sick & Nearly Dead","$2,600,000",$0,$0
04/01/2011,The Last Godfather,"$13,400,000","$164,247","$164,247"
04/01/2011,Hop,"$63,000,000","$108,085,305","$188,657,593"
04/01/2011,Insidious,"$1,500,000","$54,009,150","$99,870,886"
04/01/2011,Rubber,"$500,000","$100,370","$680,914"
04/01/2010,Clash of the Titans,"$125,000,000","$163,214,888","$493,214,888"
04/01/2005,Sin City,"$40,000,000","$74,103,820","$158,527,918"
04/01/1996,Bang,"$10,000",$527,$527
04/01/1988,"Bright Lights, Big City","$25,000,000","$16,118,077","$16,118,077"
04/01/1986,My Beautiful Laundrette,"$400,000",$0,$0
04/01/1975,Death Race 2000,"$300,000",$0,$0
03/31/2017,The Boss Baby,"$125,000,000","$175,003,033","$510,878,762"
03/31/2017,The Zookeeperâs Wife,"$20,000,000","$17,445,186","$26,308,749"
03/31/2017,Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690"
03/31/2015,Viskningar och rop,"$400,000",$0,"$9,071"
03/31/2012,Foreign Letters,"$40,000",$0,$0
03/31/2010,The Last Song,"$20,000,000","$62,950,384","$92,678,948"
03/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,500,000","$349,132","$497,195"
03/31/2006,Ice Age: The Meltdown,"$75,000,000","$195,330,621","$651,899,282"
03/31/2006,Basic Instinct 2,"$70,000,000","$5,946,136","$35,417,162"
03/31/2006,Brick,"$450,000","$2,075,743","$4,243,996"
03/31/2006,ATL,"$17,000,000","$21,170,563","$21,170,563"
03/31/2006,Slither,"$15,250,000","$7,802,450","$12,930,343"
03/31/2004,The Touch,"$20,000,000",$0,"$5,918,742"
03/31/2000,The Road to El Dorado,"$95,000,000","$50,802,661","$65,700,000"
03/31/2000,High Fidelity,"$20,000,000","$27,277,055","$47,881,663"
03/31/2000,The Skulls,"$15,000,000","$35,007,180","$35,007,180"
03/31/1999,The Matrix,"$65,000,000","$171,479,930","$463,517,383"
03/31/1999,10 Things I Hate About You,"$13,000,000","$38,177,966","$60,413,950"
03/31/1995,Jefferson in Paris,"$14,000,000","$2,461,628","$2,461,628"
03/31/1987,The Barbarians,"$4,000,000","$800,000","$800,000"
03/30/2018,Acrimony,"$20,000,000","$43,549,096","$46,627,836"
03/30/2016,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126"
03/30/2012,Wrath of the Titans,"$150,000,000","$83,670,083","$305,270,083"
03/30/2012,Womb,"$13,000,000",$0,$0
03/30/2012,Mirror Mirror,"$85,000,000","$64,935,167","$173,613,482"
03/30/2012,The Legend of Hellâs Gate: An American Conspiracy,"$2,000,000",$0,$0
03/30/2007,Blades of Glory,"$61,000,000","$118,594,548","$145,594,548"
03/30/2001,Someone Like You,"$23,000,000","$27,338,033","$38,684,906"
03/30/2001,Spy Kids,"$35,000,000","$112,692,062","$197,692,062"
03/30/2001,Tomcats,"$11,000,000","$13,558,739","$13,558,739"
03/30/2001,Amores Perros,"$2,000,000","$5,383,834","$20,883,834"
03/30/2001,The Tailor of Panama,"$18,000,000","$13,491,653","$27,491,653"
03/30/1990,Teenage Mutant Ninja Turtles,"$13,500,000","$135,265,915","$202,000,000"
03/30/1988,Beetlejuice,"$15,000,000","$73,839,613","$73,887,546"
03/29/2019,Dumbo,"$170,000,000","$113,883,318","$345,004,422"
03/29/2019,Unplanned,"$6,000,000","$18,107,621","$18,107,621"
03/29/2018,Ready Player One,"$150,000,000","$137,690,172","$579,290,136"
03/29/2013,The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449"
03/29/2013,The Host,"$50,000,000","$26,623,701","$64,477,051"
03/29/2002,The Rookie,"$22,000,000","$75,600,072","$80,491,516"
03/29/2002,Panic Room,"$48,000,000","$95,308,367","$196,308,367"
03/29/2002,Death to Smoochy,"$50,000,000","$8,355,815","$8,374,062"
03/29/2002,Clockstoppers,"$26,000,000","$36,985,501","$38,788,828"
03/29/1996,Sgt. Bilko,"$39,000,000","$30,356,589","$37,956,589"
03/29/1974,The Great Gatsby,"$7,000,000","$26,533,200","$26,533,200"
03/29/1959,Some Like it Hot,"$2,883,848","$25,000,000","$25,019,542"
03/28/2014,Noah,"$130,000,000","$101,200,044","$352,831,065"
03/28/2014,Sabotage,"$35,000,000","$10,508,518","$18,376,443"
03/28/2014,Locker 13,"$300,000","$3,496","$3,496"
03/28/2008,Superhero Movie,"$35,000,000","$26,638,520","$73,026,302"
03/28/2008,21,"$35,000,000","$81,159,365","$159,846,429"
03/28/2008,"Run, Fatboy, Run","$10,000,000","$6,003,262","$33,512,260"
03/28/2008,Happy Valley,"$250,000","$67,665","$67,665"
03/28/2008,Stop-Loss,"$25,000,000","$10,915,744","$11,229,035"
03/28/2003,Basic,"$50,000,000","$26,599,248","$42,598,498"
03/28/2003,The Core,"$85,000,000","$31,111,260","$74,132,631"
03/28/2003,Head of State,"$35,200,000","$37,788,228","$38,283,765"
03/28/2003,Raising Victor Vargas,"$800,000","$2,073,984","$2,900,578"
03/28/1997,Love and Other Catastrophes,"$250,000","$212,285","$743,216"
03/27/2015,While We're Young,"$10,000,000","$7,582,065","$17,503,828"
03/27/2015,Home,"$130,000,000","$177,397,510","$385,997,896"
03/27/2015,Get Hard,"$40,000,000","$90,411,453","$106,511,453"
03/27/2013,G.I. Joe: Retaliation,"$140,000,000","$122,523,060","$375,740,705"
03/27/2009,Monsters vs. Aliens,"$175,000,000","$198,351,526","$381,687,380"
03/27/2009,12 Rounds,"$20,000,000","$12,234,694","$17,306,648"
03/27/1998,Meet the Deedles,"$24,000,000","$4,356,126","$4,356,126"
03/27/1998,Karakter,"$4,500,000","$713,413","$713,413"
03/27/1998,No Looking Back,"$5,000,000","$143,273","$143,273"
03/27/1998,Les Couloirs du temps: Les visiteurs 2,"$20,000,000","$146,072","$26,146,072"
03/27/1998,The Newton Boys,"$27,000,000","$10,341,093","$10,341,093"
03/27/1986,April Fool's Day,"$5,000,000","$12,947,763","$12,947,763"
03/26/2010,Hot Tub Time Machine,"$36,000,000","$50,269,859","$65,967,750"
03/26/2010,How to Train Your Dragon,"$165,000,000","$217,581,232","$494,870,992"
03/26/2010,The Eclipse,"$3,000,000","$133,411","$133,411"
03/26/2010,Ca$h,"$7,000,000","$46,488","$46,488"
03/26/2010,Chloe,"$13,000,000","$3,075,255","$11,831,131"
03/26/2004,The Ladykillers,"$35,000,000","$39,692,139","$77,392,139"
03/26/2004,Jersey Girl,"$35,000,000","$25,266,129","$37,066,129"
03/26/2004,Scooby-Doo 2: Monsters Unleashed,"$25,000,000","$84,185,387","$181,185,387"
03/26/1999,Among Giants,"$4,000,000","$64,359","$64,359"
03/26/1999,Doug's 1st Movie,"$5,000,000","$19,421,271","$19,421,271"
03/26/1999,A Walk on the Moon,"$14,000,000","$4,741,987","$4,741,987"
03/26/1999,EDtv,"$60,000,000","$22,508,689","$35,319,689"
03/26/1997,The Devil's Own,"$90,000,000","$42,885,593","$140,900,000"
03/26/1997,Cats Don't Dance,"$32,000,000","$3,588,602","$3,588,602"
03/26/1970,Woodstock,"$600,000","$34,505,110","$34,505,110"
03/25/2016,Batman v Superman: Dawn of Justice,"$250,000,000","$330,360,194","$867,500,281"
03/25/2016,The Lobster,"$4,500,000","$9,196,278","$18,019,834"
03/25/2016,My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,096,558"
03/25/2015,Open Secret,"$100,000",$0,$0
03/25/2011,The 5th Quarter,"$6,000,000","$408,159","$408,159"
03/25/2011,Diary of a Wimpy Kid: Rodrick Rules,"$18,000,000","$52,698,535","$73,695,194"
03/25/2011,Sucker Punch,"$75,000,000","$36,392,502","$89,758,389"
03/25/2005,Oldboy,"$3,000,000","$707,391","$6,239,723"
03/25/2005,The Ballad of Jack and Rose,"$1,500,000","$712,294","$1,126,258"
03/25/2005,D.E.B.S.,"$3,500,000","$96,793","$96,793"
03/25/2005,Guess Who,"$35,000,000","$68,915,888","$102,115,888"
03/25/1983,The Outsiders,"$10,000,000","$25,697,647","$25,697,647"
03/24/2017,CHiPS,"$25,000,000","$18,600,152","$23,190,292"
03/24/2017,Power Rangers,"$120,000,000","$85,364,450","$142,531,552"
03/24/2017,Life,"$58,000,000","$30,234,022","$100,929,666"
03/24/2015,Along the Roadside,"$250,000",$0,"$3,234"
03/24/2006,Stay Alive,"$20,000,000","$23,086,480","$23,187,506"
03/24/2006,Inside Man,"$50,000,000","$88,634,237","$185,798,265"
03/24/2006,Lonesome Jim,"$500,000","$154,187","$602,789"
03/24/2006,Larry the Cable Guy: Health Inspector,"$17,000,000","$15,680,099","$15,680,099"
03/24/2006,Boynton Beach Club,"$2,900,000","$3,127,472","$3,127,472"
03/24/2005,Miss Congeniality 2: Armed and Fabulous,"$60,000,000","$48,478,006","$101,382,396"
03/24/2000,Here on Earth,"$15,000,000","$10,494,147","$10,845,127"
03/24/2000,Whatever it Takes,"$15,000,000","$8,735,529","$8,735,529"
03/23/2018,Unsane,"$1,500,000","$7,690,044","$14,244,931"
03/23/2018,Pacific Rim: Uprising,"$155,000,000","$59,874,525","$290,930,148"
03/23/2018,Sherlock Gnomes,"$59,000,000","$43,242,871","$87,527,651"
03/23/2018,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$25,529,498"
03/23/2012,Serbuan maut,"$1,100,000","$4,105,123","$9,297,407"
03/23/2012,The Hunger Games,"$80,000,000","$408,010,692","$677,923,379"
03/23/2012,October Baby,"$1,000,000","$5,355,847","$5,391,992"
03/23/2010,Lake Mungo,"$1,100,000",$0,$0
03/23/2007,The Hills Have Eyes II,"$15,000,000","$20,804,166","$37,466,538"
03/23/2007,Shooter,"$60,000,000","$47,003,582","$95,538,560"
03/23/2007,TMNT,"$35,000,000","$54,149,098","$96,096,018"
03/23/2007,Namastey London,"$8,400,000","$1,207,007","$6,831,069"
03/23/2007,Journey from the Fall,"$1,300,000","$635,305","$635,305"
03/23/2007,Reign Over Me,"$20,000,000","$19,661,987","$20,081,987"
03/23/2001,Say It Isn't So,"$25,000,000","$5,516,708","$5,516,708"
03/23/2001,The Brothers,"$6,000,000","$27,457,409","$27,958,191"
03/23/2001,Heartbreakers,"$38,000,000","$40,334,024","$57,753,825"
03/23/1990,Pretty Woman,"$14,000,000","$178,406,268","$432,645,872"
03/23/1984,Police Academy,"$4,500,000","$81,198,894","$81,198,894"
03/22/2019,Us,"$20,000,000","$175,006,930","$254,210,310"
03/22/2013,On the Road,"$25,000,000","$720,828","$9,313,302"
03/22/2013,Admission,"$13,000,000","$18,007,317","$18,733,666"
03/22/2013,The Sapphires,"$9,000,000","$2,450,867","$20,395,040"
03/22/2013,The Croods,"$135,000,000","$187,168,425","$573,068,425"
03/22/2013,Olympus Has Fallen,"$70,000,000","$98,927,592","$172,878,928"
03/22/2002,Sorority Boys,"$12,000,000","$10,198,766","$12,516,222"
03/22/2002,Blade 2,"$54,000,000","$81,676,888","$154,338,601"
03/22/2002,Stolen Summer,"$1,500,000","$119,841","$119,841"
03/22/2000,Romeo Must Die,"$25,000,000","$55,973,336","$91,036,760"
03/22/1996,Girl 6,"$12,000,000","$4,880,941","$4,880,941"
03/22/1996,Flirting with Disaster,"$7,000,000","$14,853,474","$16,149,180"
03/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"$25,000,000","$78,656,813","$78,656,813"
03/22/1989,Troop Beverly Hills,"$18,000,000","$7,190,505","$7,190,505"
03/22/1985,The Last Dragon,"$10,000,000","$33,000,000","$33,000,000"
03/22/1985,Friday the 13th Part V: A New Beginning,"$2,200,000","$21,930,418","$21,930,418"
03/21/2014,Muppets Most Wanted,"$55,000,000","$51,178,893","$79,312,301"
03/21/2014,Blood Ties,"$26,000,000","$42,472","$2,923,959"
03/21/2014,Divergent,"$85,000,000","$150,947,895","$276,014,965"
03/21/2014,Cheap Thrills,"$100,000","$59,424","$59,424"
03/21/2014,50 to 1,"$10,000,000","$1,069,454","$1,069,454"
03/21/2014,Godâs Not Dead,"$1,150,000","$60,755,732","$63,777,092"
03/21/2008,The Hammer,"$850,000","$442,638","$442,638"
03/21/2008,Shutter,"$8,000,000","$25,928,550","$47,782,426"
03/21/2008,The Grand,"$3,000,000","$115,879","$115,879"
03/21/2008,Meet the Browns,"$20,000,000","$41,975,388","$41,975,388"
03/21/2008,Drillbit Taylor,"$40,000,000","$32,862,104","$49,686,263"
03/21/2003,Down & Out with the Dolls,"$1,200,000","$58,936","$58,936"
03/21/2003,Boat Trip,"$15,000,000","$8,586,376","$14,933,713"
03/21/2003,L\'auberge espagnole,"$5,900,000","$3,895,664","$3,895,664"
03/21/2003,Dreamcatcher,"$68,000,000","$33,685,268","$75,685,268"
03/21/1997,Liar Liar,"$45,000,000","$181,410,615","$302,710,615"
03/21/1997,Selena,"$20,000,000","$35,450,113","$35,450,113"
03/21/1980,Mad Max,"$200,000","$8,750,000","$99,750,000"
03/21/1940,Rebecca,"$1,288,000","$6,000,000","$6,002,370"
03/20/2015,Do You Believe?,"$2,300,000","$12,985,600","$14,304,931"
03/20/2015,Danny Collins,"$10,000,000","$5,637,066","$8,465,845"
03/20/2015,The Walking Deceased,"$2,000,000",$0,$0
03/20/2015,The Gunman,"$40,000,000","$10,664,749","$18,594,227"
03/20/2015,The Divergent Series: Insurgent,"$110,000,000","$130,179,072","$295,075,882"
03/20/2012,A Lonely Place to Die,"$4,000,000",$0,"$442,550"
03/20/2012,Snow White: A Deadly Summer,"$1,000,000",$0,$0
03/20/2009,"I Love You, Man","$40,000,000","$72,013,010","$92,302,502"
03/20/2009,Super Capers,"$2,000,000","$30,955","$30,955"
03/20/2009,Knowing,"$50,000,000","$79,957,634","$186,450,317"
03/20/2009,Duplicity,"$60,000,000","$40,572,825","$81,079,566"
03/20/1998,Wild Things,"$20,000,000","$29,795,299","$55,576,699"
03/20/1998,Primary Colors,"$65,000,000","$39,017,984","$39,017,984"
03/20/1998,Mr. Nice Guy,"$6,000,000","$12,716,953","$31,716,953"
03/20/1998,Madadayo,"$11,900,000","$48,856","$48,856"
03/20/1981,The Postman Always Rings Twice,"$12,000,000","$12,200,000","$44,200,000"
03/19/2013,Straight A's,"$2,000,000",$0,$0
03/19/2010,Repo Men,"$32,000,000","$13,942,007","$18,195,238"
03/19/2010,City Island,"$6,000,000","$6,671,283","$8,173,486"
03/19/2010,Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311"
03/19/2010,The Bounty Hunter,"$45,000,000","$67,061,228","$135,808,837"
03/19/2010,The Runaways,"$9,500,000","$3,573,673","$5,278,632"
03/19/2008,La misma luna,"$1,700,000","$12,590,147","$23,271,741"
03/19/2004,Dawn of the Dead,"$28,000,000","$58,990,765","$103,452,875"
03/19/2004,Eternal Sunshine of the Spotless Mind,"$20,000,000","$34,366,518","$72,570,762"
03/19/2004,Bon Voyage,"$20,000,000","$2,353,728","$8,361,736"
03/19/1999,Sparkler,"$1,000,000","$5,494","$5,494"
03/19/1999,Ravenous,"$12,000,000","$2,062,406","$2,062,406"
03/19/1993,Teenage Mutant Ninja Turtles III,"$21,000,000","$42,273,609","$42,273,609"
03/19/1982,Porky's,"$4,000,000","$109,492,484","$109,492,484"
03/18/2016,Midnight Special,"$18,000,000","$3,712,282","$7,680,250"
03/18/2016,Krisha,"$30,000","$144,822","$144,822"
03/18/2016,The Bronze,"$3,500,000","$615,816","$615,816"
03/18/2016,The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517"
03/18/2011,The Lincoln Lawyer,"$40,000,000","$58,009,200","$87,145,086"
03/18/2011,Paul,"$40,000,000","$37,412,945","$101,162,106"
03/18/2011,Limitless,"$27,000,000","$79,249,455","$155,564,919"
03/18/2011,Winter in Wartime,"$5,800,000","$542,860","$9,662,214"
03/18/2005,Ice Princess,"$25,000,000","$24,381,334","$25,732,334"
03/18/2005,The Helixâ¦Loaded,"$1,000,000","$3,700","$3,700"
03/18/2005,The Ring Two,"$50,000,000","$75,941,727","$161,941,727"
03/18/2005,Steamboy,"$20,000,000","$468,867","$10,468,867"
03/18/1994,Naked Gun 33 1/3: The Final Insult,"$30,000,000","$51,041,856","$51,041,856"
03/17/2017,T2: Trainspotting,"$18,000,000","$2,402,004","$42,091,262"
03/17/2017,The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942"
03/17/2017,Beauty and the Beast,"$160,000,000","$504,014,165","$1,259,199,706"
03/17/2015,Closure,"$100,000",$0,$0
03/17/2015,Something Wicked,"$3,000,000",$0,$0
03/17/2015,Accidental Love,"$26,000,000",$0,"$135,436"
03/17/2015,The Lady from Shanghai,"$2,000,000",$0,$0
03/17/2006,Sommersturm,"$3,000,000","$95,204","$95,204"
03/17/2006,She's the Man,"$25,000,000","$33,889,159","$55,279,608"
03/17/2006,Find Me Guilty,"$13,000,000","$1,173,673","$2,898,225"
03/17/2006,Fetching Cody,"$1,500,000",$0,$0
03/17/2006,Thank You For Smoking,"$7,500,000","$24,793,509","$40,016,662"
03/17/2006,V for Vendetta,"$50,000,000","$70,511,035","$130,214,162"
03/17/2000,Final Destination,"$23,000,000","$53,302,314","$112,036,870"
03/17/2000,Erin Brockovich,"$50,000,000","$125,548,685","$257,805,243"
03/16/2018,"Love, Simon","$10,000,000","$40,826,341","$65,520,633"
03/16/2018,I Can Only Imagine,"$7,000,000","$83,482,352","$85,604,221"
03/16/2018,Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
03/16/2016,Miracles from Heaven,"$13,000,000","$61,705,123","$73,798,736"
03/16/2012,The FP,"$60,000",$0,$0
03/16/2012,21 Jump Street,"$42,000,000","$138,447,667","$202,812,429"
03/16/2012,"Jeff, Who Lives at Home","$10,000,000","$4,269,426","$4,708,127"
03/16/2012,Casa de mi Padre,"$6,000,000","$5,909,483","$8,446,952"
03/16/2007,The Wind That Shakes the Barley,"$8,300,000","$1,829,142","$25,670,174"
03/16/2007,Dead Silence,"$20,000,000","$16,574,590","$20,614,661"
03/16/2007,Nomad,"$40,000,000","$79,123","$79,123"
03/16/2007,Premonition,"$20,000,000","$47,852,604","$81,461,343"
03/16/2007,I Think I Love My Wife,"$14,000,000","$12,559,771","$13,205,411"
03/16/2001,Memento,"$5,000,000","$25,544,867","$39,723,096"
03/16/2001,Exit Wounds,"$33,000,000","$51,758,599","$79,958,599"
03/16/2001,Enemy at the Gates,"$85,000,000","$51,396,781","$96,971,293"
03/16/2001,Gabriela,"$50,000","$2,335,352","$2,335,352"
03/16/2001,American Desi,"$250,000","$902,835","$1,366,235"
03/16/1984,The Ice Pirates,"$9,000,000","$13,075,390","$13,075,390"
03/15/2019,Captive State,"$25,000,000","$5,958,315","$8,993,300"
03/15/2019,Wonder Park,"$100,000,000","$45,216,793","$115,149,422"
03/15/2019,Five Feet Apart,"$7,000,000","$45,729,221","$80,504,421"
03/15/2016,The Hatching,"$5,000,000",$0,$0
03/15/2013,The Call,"$12,800,000","$51,872,378","$69,821,476"
03/15/2013,The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609"
03/15/2013,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251"
03/15/2013,Upside Down,"$50,000,000","$102,118","$26,387,039"
03/15/2011,Shi Yue Wei Cheng,"$23,000,000",$0,"$44,195,779"
03/15/2011,A Shine of Rainbows,"$6,000,000",$0,$0
03/15/2002,Resident Evil,"$35,000,000","$40,119,709","$103,787,401"
03/15/2002,Y Tu MamÃ¡ TambiÃ©n,"$5,000,000","$13,649,881","$33,649,881"
03/15/2002,Ice Age,"$65,000,000","$176,387,405","$386,116,343"
03/15/2002,Showtime,"$85,000,000","$37,948,765","$78,948,765"
03/15/1996,Executive Decision,"$55,000,000","$56,679,192","$122,079,192"
03/15/1985,Def-Con 4,"$1,300,000","$210,904","$210,904"
03/15/1972,The Godfather,"$7,000,000","$134,966,411","$268,500,000"
03/14/2014,The Word,"$200,000","$3,648","$3,648"
03/14/2014,Veronica Mars,"$6,000,000","$3,322,127","$3,485,383"
03/14/2014,Bad Words,"$10,000,000","$7,779,614","$7,843,145"
03/14/2014,Need for Speed,"$66,000,000","$43,568,507","$194,169,619"
03/14/2008,Doomsday,"$33,000,000","$11,008,770","$21,621,188"
03/14/2008,Funny Games,"$15,000,000","$1,294,640","$8,200,127"
03/14/2008,Never Back Down,"$21,000,000","$24,850,922","$39,319,801"
03/14/2008,Horton Hears a Who,"$85,000,000","$154,529,439","$299,477,886"
03/14/2003,The Hunted,"$55,000,000","$34,234,008","$47,213,095"
03/14/2003,Spun,"$4,500,000","$410,241","$1,022,649"
03/14/2003,Agent Cody Banks,"$25,000,000","$47,545,060","$58,240,458"
03/14/2003,Willard,"$20,000,000","$6,882,696","$6,882,696"
03/14/1997,Love Jones,"$10,000,000","$12,554,569","$12,554,569"
03/13/2015,Walter,"$700,000",$0,$0
03/13/2015,Hross i oss,"$10,000,000","$11,894","$11,894"
03/13/2015,Run All Night,"$50,000,000","$26,461,644","$66,961,644"
03/13/2015,The Lovers,"$35,000,000",$0,"$53,899"
03/13/2015,Cinderella,"$95,000,000","$201,151,353","$534,551,353"
03/13/2015,It Follows,"$2,000,000","$14,674,077","$23,250,755"
03/13/2009,Sunshine Cleaning,"$5,000,000","$12,062,558","$17,329,337"
03/13/2009,Miss March,"$6,000,000","$4,543,320","$4,713,059"
03/13/2009,The Last House on the Left,"$15,000,000","$32,752,215","$46,526,243"
03/13/2009,Race to Witch Mountain,"$50,000,000","$67,172,595","$105,103,784"
03/13/2007,Sublime,"$1,800,000",$0,$0
03/13/2002,Kissing Jessica Stein,"$1,500,000","$7,025,722","$9,345,061"
03/13/1998,The Man in the Iron Mask,"$35,000,000","$56,968,169","$56,968,169"
03/13/1998,Chairman of the Board,"$7,000,000","$306,715","$306,715"
03/13/1992,My Cousin Vinny,"$11,000,000","$52,929,168","$52,929,168"
03/13/1992,Howards End,"$8,000,000","$26,124,872","$26,317,943"
03/13/1987,Evil Dead II,"$3,500,000","$5,923,044","$5,926,177"
03/12/2010,The Exploding Girl,"$40,000","$25,572","$25,572"
03/12/2010,She's Out of My League,"$20,000,000","$32,010,860","$48,680,977"
03/12/2010,Remember Me,"$16,000,000","$19,068,240","$56,506,120"
03/12/2010,Green Zone,"$100,000,000","$35,497,337","$97,523,020"
03/12/2010,Our Family Wedding,"$14,000,000","$20,255,281","$21,410,546"
03/12/2004,Agent Cody Banks 2: Destination London,"$26,000,000","$23,514,247","$28,703,083"
03/12/2004,Secret Window,"$40,000,000","$47,958,031","$92,111,551"
03/12/2003,Bend it Like Beckham,"$5,600,000","$32,543,449","$74,566,042"
03/12/1999,The Deep End of the Ocean,"$40,000,000","$13,508,635","$13,508,635"
03/12/1999,The Corruptor,"$10,000,000","$15,164,492","$15,164,492"
03/12/1999,The Rage: Carrie 2,"$21,000,000","$17,760,244","$17,760,244"
03/12/1999,Baby Geniuses,"$13,000,000","$27,151,490","$27,151,490"
03/12/1999,Wing Commander,"$30,000,000","$11,578,022","$11,578,022"
03/11/2016,The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
03/11/2016,10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422"
03/11/2016,"Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703"
03/11/2016,Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
03/11/2016,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050"
03/11/2016,Creative Control,"$1,000,000","$63,014","$63,014"
03/11/2016,The Brothers Grimsby,"$35,000,000","$6,864,016","$28,720,470"
03/11/2014,In the Name of the King III,"$3,500,000",$0,$0
03/11/2014,Against the Wild,"$1,800,000",$0,$0
03/11/2011,Mars Needs Moms,"$150,000,000","$21,392,758","$39,549,758"
03/11/2011,3 Backyards,"$300,000","$39,475","$39,475"
03/11/2011,Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442"
03/11/2011,Battle: Los Angeles,"$70,000,000","$83,552,429","$213,463,976"
03/11/2011,Kill the Irishman,"$12,000,000","$1,188,194","$1,188,194"
03/11/2008,Stargate - The Ark of Truth,"$7,000,000",$0,$0
03/11/2005,Hostage,"$75,000,000","$34,636,443","$77,636,443"
03/11/2005,Robots,"$80,000,000","$128,200,012","$260,700,012"
03/11/2005,The Upside of Anger,"$12,000,000","$18,761,993","$28,915,761"
03/11/1994,The Hudsucker Proxy,"$40,000,000","$2,816,518","$14,938,149"
03/11/1976,Robin and Marian,"$5,000,000","$8,000,000","$8,000,000"
03/10/2017,Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059"
03/10/2015,Jungle Shuffle,"$10,000,000",$0,"$360,898"
03/10/2015,Teeth and Blood,"$300,000",$0,$0
03/10/2015,Subconscious,"$500,000",$0,$0
03/10/2015,Treading Water,"$4,700,000",$0,$0
03/10/2015,The Pet,"$1,000,000",$0,$0
03/10/2015,Red Sky,"$25,000,000",$0,"$91,116"
03/10/2006,The Shaggy Dog,"$60,000,000","$61,123,569","$87,123,569"
03/10/2006,The Hills Have Eyes,"$17,000,000","$41,778,863","$70,355,813"
03/10/2006,Failure to Launch,"$50,000,000","$88,715,192","$128,402,901"
03/10/2000,Deterrence,"$800,000","$144,583","$371,647"
03/10/2000,God's Army,"$300,000","$2,637,726","$2,652,515"
03/10/2000,Mission to Mars,"$90,000,000","$60,874,615","$106,000,000"
03/10/2000,The Ninth Gate,"$38,000,000","$18,653,746","$58,394,308"
03/10/1995,Outbreak,"$50,000,000","$67,823,573","$190,023,573"
03/09/2018,The Hurricane Heist,"$40,000,000","$6,115,824","$30,963,684"
03/09/2018,The Strangers: Prey at Night,"$5,000,000","$24,431,472","$29,960,051"
03/09/2018,A Wrinkle in Time,"$103,000,000","$100,478,608","$133,401,882"
03/09/2018,Thoroughbreds,"$5,000,000","$3,072,605","$3,187,302"
03/09/2012,John Carter,"$275,000,000","$73,058,679","$282,778,100"
03/09/2012,A Thousand Words,"$40,000,000","$18,450,127","$20,790,486"
